0000000000000000	
1000000000000000	0
0100000000000000	1
0010000000000000	2
0001000000000000	3
0000100000000000	4
0000010000000000	5
0000001000000000	6
0000000100000000	7
0000000010000000	8
0000000001000000	9
0000000000100000	10
0000000000010000	11
0000000000001000	12
0000000000000100	13
0000000000000010	14
0000000000000001	15
1100000000000000	16
0011000000000000	17
0000110000000000	18
0000001100000000	19
0000000011000000	20
0000000000110000	21
0000000000001100	22
0000000000000011	23
1010000000000000	24
0101000000000000	25
0000101000000000	26
0000010100000000	27
0000000010100000	28
0000000001010000	29
0000000000001010	30
0000000000000101	31
1111000000000000	32
0000111100000000	33
0000000011110000	34
0000000000001111	35
1000100000000000	36
0100010000000000	37
0010001000000000	38
0001000100000000	39
0000000010001000	40
0000000001000100	41
0000000000100010	42
0000000000010001	43
1100110000000000	44
0011001100000000	45
0000000011001100	46
0000000000110011	47
1010101000000000	48
0101010100000000	49
0000000010101010	50
0000000001010101	51
1111111100000000	52
0000000011111111	53
1000000010000000	54
0100000001000000	55
0010000000100000	56
0001000000010000	57
0000100000001000	58
0000010000000100	59
0000001000000010	60
0000000100000001	61
1100000011000000	62
0011000000110000	63
0000110000001100	64
0000001100000011	65
1010000010100000	66
0101000001010000	67
0000101000001010	68
0000010100000101	69
1111000011110000	70
0000111100001111	71
1000100010001000	72
0100010001000100	73
0010001000100010	74
0001000100010001	75
1100110011001100	76
0011001100110011	77
1010101010101010	78
0101010101010101	79
1111111111111111	80
1011000000000000	0,17
1000110000000000	0,18
1000001100000000	0,19
1000000011000000	0,20
1000000000110000	0,21
1000000000001100	0,22
1000000000000011	0,23
1101000000000000	0,25
1000101000000000	0,26
1000010100000000	0,27
1000000010100000	0,28
1000000001010000	0,29
1000000000001010	0,30
1000000000000101	0,31
0111000000000000	0,32
1000111100000000	0,33
1000000011110000	0,34
1000000000001111	0,35
1100010000000000	0,37
1010001000000000	0,38
1001000100000000	0,39
1000000010001000	0,40
1000000001000100	0,41
1000000000100010	0,42
1000000000010001	0,43
0100110000000000	0,44
1011001100000000	0,45
1000000011001100	0,46
1000000000110011	0,47
0010101000000000	0,48
1101010100000000	0,49
1000000010101010	0,50
1000000001010101	0,51
0111111100000000	0,52
1000000011111111	0,53
1100000001000000	0,55
1010000000100000	0,56
1001000000010000	0,57
1000100000001000	0,58
1000010000000100	0,59
1000001000000010	0,60
1000000100000001	0,61
0100000011000000	0,62
1011000000110000	0,63
1000110000001100	0,64
1000001100000011	0,65
0010000010100000	0,66
1101000001010000	0,67
1000101000001010	0,68
1000010100000101	0,69
0111000011110000	0,70
1000111100001111	0,71
0000100010001000	0,72
1100010001000100	0,73
1010001000100010	0,74
1001000100010001	0,75
0100110011001100	0,76
1011001100110011	0,77
0010101010101010	0,78
1101010101010101	0,79
0111111111111111	0,80
0100001100000000	1,19
0100000000110000	1,21
0100000000001100	1,22
0100000000000011	1,23
1110000000000000	24,1
0100101000000000	1,26
0100010100000000	1,27
0100000010100000	1,28
0100000001010000	1,29
0100000000001010	1,30
0100000000000101	1,31
0100111100000000	1,33
0100000011110000	1,34
0100000000001111	1,35
1100100000000000	1,36
0110001000000000	1,38
0101000100000000	1,39
0100000010001000	40,1
0100000001000100	1,41
0100000000100010	1,42
0100000000010001	1,43
0111001100000000	1,45
0100000011001100	1,46
0100000000110011	1,47
1110101000000000	48,1
0001010100000000	1,49
0100000010101010	1,50
0100000001010101	1,51
1011111100000000	1,52
0100000011111111	1,53
1100000010000000	1,54
0110000000100000	56,1
0101000000010000	1,57
0100100000001000	1,58
0100010000000100	1,59
0100001000000010	1,60
0100000100000001	1,61
0111000000110000	1,63
0100110000001100	64,1
0100001100000011	65,1
1110000010100000	1,66
0001000001010000	1,67
0100101000001010	1,68
0100010100000101	1,69
1011000011110000	1,70
0100111100001111	1,71
1100100010001000	72,1
0000010001000100	73,1
0110001000100010	1,74
0101000100010001	1,75
1000110011001100	1,76
0111001100110011	1,77
1110101010101010	1,78
0001010101010101	1,79
1011111111111111	80,1
0010110000000000	2,18
0010001100000000	2,19
0010000011000000	2,20
0010000000110000	2,21
0010000000001100	2,22
0010000000000011	2,23
0010010100000000	2,27
0010000001010000	2,29
0010000000001010	2,30
0010000000000101	2,31
0010111100000000	33,2
0010000011110000	2,34
0010000000001111	2,35
1010100000000000	2,36
0110010000000000	2,37
0011000100000000	2,39
0010000010001000	40,2
0010000001000100	41,2
0010000000100010	2,42
0010000000010001	2,43
1110110000000000	2,44
0001001100000000	2,45
0010000011001100	2,46
0010000000110011	2,47
0111010100000000	49,2
0010000010101010	2,50
0010000001010101	2,51
1101111100000000	2,52
0010000011111111	2,53
1010000010000000	2,54
0110000001000000	2,55
0011000000010000	57,2
0010100000001000	2,58
0010010000000100	2,59
0010001000000010	2,60
0010000100000001	2,61
1110000011000000	2,62
0001000000110000	2,63
0010110000001100	64,2
0010001100000011	65,2
0111000001010000	2,67
0010101000001010	2,68
0010010100000101	2,69
1101000011110000	2,70
0010111100001111	2,71
1010100010001000	72,2
0110010001000100	73,2
0000001000100010	2,74
0011000100010001	2,75
1110110011001100	2,76
0001001100110011	2,77
1000101010101010	2,78
0111010101010101	2,79
1101111111111111	80,2
0001110000000000	18,3
0001000011000000	3,20
0001000000001100	3,22
0001000000000011	3,23
0001101000000000	26,3
0001000010100000	3,28
0001000000001010	3,30
0001000000000101	3,31
0001111100000000	33,3
0001000011110000	34,3
0001000000001111	35,3
1001100000000000	3,36
0101010000000000	3,37
0011001000000000	3,38
0001000010001000	40,3
0001000001000100	41,3
0001000000100010	42,3
0001000000010001	43,3
1101110000000000	3,44
0001000011001100	3,46
0001000000110011	3,47
1011101000000000	48,3
0001000010101010	50,3
0001000001010101	51,3
1110111100000000	3,52
0001000011111111	3,53
1001000010000000	3,54
0101000001000000	3,55
0011000000100000	56,3
0001100000001000	58,3
0001010000000100	59,3
0001001000000010	3,60
0001000100000001	3,61
1101000011000000	3,62
0001110000001100	64,3
0001001100000011	65,3
1011000010100000	66,3
0001101000001010	3,68
0001010100000101	3,69
1110000011110000	3,70
0001111100001111	3,71
1001100010001000	72,3
0101010001000100	73,3
0011001000100010	74,3
0000000100010001	75,3
1101110011001100	3,76
0010001100110011	3,77
1011101010101010	3,78
0100010101010101	3,79
1110111111111111	80,3
0011100000000000	17,4
0000101100000000	19,4
0000100011000000	4,20
0000100000110000	4,21
0000100000001100	4,22
0000100000000011	4,23
0101100000000000	25,4
0000110100000000	27,4
0000100010100000	4,28
0000100001010000	4,29
0000100000001010	4,30
0000100000000101	4,31
1111100000000000	32,4
0000011100000000	33,4
0000100011110000	34,4
0000100000001111	35,4
0001100100000000	4,39
0000100001000100	41,4
0000100000100010	42,4
0000100000010001	43,4
0011101100000000	4,45
0000100011001100	4,46
0000100000110011	4,47
0101110100000000	49,4
0000100010101010	50,4
0000100001010101	51,4
1111011100000000	4,52
0000100011111111	4,53
1000100010000000	4,54
0100100001000000	4,55
0010100000100000	56,4
0001100000010000	57,4
0000110000000100	59,4
0000101000000010	4,60
0000100100000001	4,61
1100100011000000	4,62
0011100000110000	4,63
0000010000001100	64,4
0000101100000011	65,4
1010100010100000	66,4
0101100001010000	67,4
0000001000001010	4,68
0000110100000101	4,69
1111100011110000	4,70
0000011100001111	4,71
0100110001000100	73,4
0010101000100010	74,4
0001100100010001	75,4
1100010011001100	4,76
0011101100110011	4,77
1010001010101010	4,78
0101110101010101	4,79
1111011111111111	80,4
0011010000000000	17,5
0000010011000000	20,5
0000010000110000	21,5
0000010000000011	5,23
1010010000000000	24,5
0000111000000000	26,5
0000010010100000	28,5
0000010001010000	29,5
0000010000001010	5,30
0000010000000101	5,31
1111010000000000	32,5
0000010011110000	34,5
0000010000001111	35,5
0010011000000000	5,38
0000010010001000	40,5
0000010000100010	42,5
0000010000010001	43,5
0011011100000000	45,5
0000010011001100	5,46
0000010000110011	5,47
1010111000000000	48,5
0000010010101010	50,5
0000010001010101	51,5
1111101100000000	52,5
0000010011111111	53,5
1000010010000000	5,54
0100010001000000	5,55
0010010000100000	56,5
0001010000010000	57,5
0000110000001000	58,5
0000011000000010	60,5
0000010100000001	61,5
1100010011000000	5,62
0011010000110000	5,63
0000011100000011	65,5
1010010010100000	66,5
0101010001010000	67,5
0000111000001010	68,5
0000000100000101	69,5
1111010011110000	5,70
0000101100001111	5,71
1000110010001000	72,5
0010011000100010	74,5
0001010100010001	75,5
1100100011001100	76,5
0011011100110011	77,5
1010111010101010	5,78
0101000101010101	5,79
1111101111111111	80,5
1100001000000000	16,6
0000001011000000	20,6
0000001000110000	21,6
0000001000001100	6,22
0000001000000011	6,23
0101001000000000	25,6
0000001010100000	28,6
0000001001010000	29,6
0000001000000101	6,31
1111001000000000	32,6
0000001011110000	34,6
0000001000001111	35,6
0100011000000000	37,6
0000001010001000	40,6
0000001001000100	41,6
0000001000010001	43,6
1100111000000000	44,6
0000001011001100	46,6
0000001000110011	6,47
0101011100000000	49,6
0000001010101010	50,6
0000001001010101	51,6
1111110100000000	52,6
0000001011111111	53,6
1000001010000000	54,6
0100001001000000	6,55
0010001000100000	56,6
0001001000010000	57,6
0000101000001000	58,6
0000011000000100	59,6
0000001100000001	61,6
1100001011000000	62,6
0011001000110000	6,63
0000111000001100	64,6
0000000100000011	65,6
1010001010100000	66,6
0101001001010000	67,6
0000011100000101	69,6
1111001011110000	70,6
0000110100001111	6,71
1000101010001000	72,6
0100011001000100	73,6
0001001100010001	75,6
1100111011001100	76,6
0011000100110011	77,6
1010100010101010	78,6
0101011101010101	6,79
1111110111111111	80,6
1100000100000000	16,7
0000000111000000	20,7
0000000100110000	21,7
0000000100001100	22,7
1010000100000000	24,7
0000000110100000	28,7
0000000101010000	29,7
0000000100001010	30,7
1111000100000000	32,7
0000000111110000	34,7
0000000100001111	35,7
1000100100000000	36,7
0000000110001000	40,7
0000000101000100	41,7
0000000100100010	42,7
1100110100000000	44,7
0000000111001100	46,7
0000000100110011	47,7
1010101100000000	48,7
0000000110101010	50,7
0000000101010101	51,7
1111111000000000	52,7
0000000111111111	53,7
1000000110000000	54,7
0100000101000000	55,7
0010000100100000	56,7
0001000100010000	57,7
0000100100001000	58,7
0000010100000100	59,7
0000001100000010	60,7
1100000111000000	62,7
0011000100110000	63,7
0000110100001100	64,7
1010000110100000	66,7
0101000101010000	67,7
0000101100001010	68,7
1111000111110000	70,7
0000111000001111	71,7
1000100110001000	72,7
0100010101000100	73,7
0010001100100010	74,7
1100110111001100	76,7
0011001000110011	77,7
1010101110101010	78,7
0101010001010101	79,7
1111111011111111	80,7
0011000010000000	8,17
0000110010000000	8,18
0000001110000000	8,19
0000000010110000	8,21
0000000010001100	8,22
0000000010000011	8,23
0101000010000000	8,25
0000101010000000	8,26
0000010110000000	8,27
0000000011010000	8,29
0000000010001010	8,30
0000000010000101	8,31
1111000010000000	8,32
0000111110000000	8,33
0000000001110000	8,34
0000000010001111	8,35
0100010010000000	8,37
0010001010000000	8,38
0001000110000000	8,39
0000000011000100	8,41
0000000010100010	8,42
0000000010010001	8,43
1100110010000000	8,44
0011001110000000	8,45
0000000001001100	8,46
0000000010110011	8,47
1010101010000000	8,48
0101010110000000	8,49
0000000000101010	8,50
0000000011010101	8,51
1111111110000000	8,52
0000000001111111	8,53
0001000010010000	8,57
0000010010000100	8,59
0000001010000010	8,60
0000000110000001	8,61
0011000010110000	8,63
0000110010001100	8,64
0000001110000011	8,65
0101000011010000	8,67
0000101010001010	8,68
0000010110000101	8,69
1111000001110000	8,70
0000111110001111	8,71
0100010011000100	8,73
0010001010100010	8,74
0001000110010001	8,75
1100110001001100	8,76
0011001110110011	8,77
1010101000101010	8,78
0101010111010101	8,79
1111111101111111	8,80
0011000001000000	9,17
0000110001000000	9,18
0000001101000000	9,19
0000000001000011	9,23
1010000001000000	24,9
0000101001000000	9,26
0000010101000000	9,27
0000000011100000	9,28
0000000001001010	9,30
0000000001000101	9,31
1111000001000000	32,9
0000111101000000	9,33
0000000001001111	9,35
1000100001000000	9,36
0010001001000000	9,38
0001000101000000	9,39
0000000011001000	40,9
0000000001100010	9,42
0000000001010001	9,43
1100110001000000	9,44
0011001101000000	9,45
0000000001110011	9,47
1010101001000000	48,9
0101010101000000	9,49
0000000011101010	9,50
0000000000010101	9,51
1111111101000000	9,52
0000000010111111	9,53
0010000001100000	56,9
0000100001001000	9,58
0000001001000010	9,60
0000000101000001	9,61
0011000001110000	9,63
0000110001001100	64,9
0000001101000011	65,9
1010000011100000	9,66
0000101001001010	9,68
0000010101000101	9,69
1111000010110000	9,70
0000111101001111	9,71
1000100011001000	72,9
0010001001100010	9,74
0001000101010001	9,75
1100110010001100	9,76
0011001101110011	9,77
1010101011101010	9,78
0101010100010101	9,79
1111111110111111	80,9
1100000000100000	16,10
0000110000100000	10,18
0000001100100000	10,19
0000000000101100	10,22
0000000000100011	10,23
0101000000100000	25,10
0000101000100000	10,26
0000010100100000	10,27
0000000000100101	10,31
1111000000100000	32,10
0000111100100000	33,10
0000000000101111	10,35
1000100000100000	10,36
0100010000100000	10,37
0001000100100000	10,39
0000000010101000	40,10
0000000001100100	41,10
0000000000110001	10,43
1100110000100000	10,44
0011001100100000	10,45
0000000011101100	10,46
0000000000010011	10,47
1010101000100000	48,10
0101010100100000	49,10
0000000001110101	10,51
1111111100100000	10,52
0000000011011111	10,53
0100000001100000	10,55
0000100000101000	10,58
0000010000100100	10,59
0000000100100001	10,61
1100000011100000	10,62
0000110000101100	64,10
0000001100100011	65,10
0101000001110000	10,67
0000101000101010	10,68
0000010100100101	10,69
1111000011010000	10,70
0000111100101111	10,71
1000100010101000	72,10
0100010001100100	73,10
0001000100110001	10,75
1100110011101100	10,76
0011001100010011	10,77
1010101010001010	10,78
0101010101110101	10,79
1111111111011111	80,10
1100000000010000	16,11
0000110000010000	18,11
0000001100010000	19,11
0000000000011100	11,22
1010000000010000	24,11
0000101000010000	26,11
0000010100010000	27,11
0000000000011010	11,30
1111000000010000	32,11
0000111100010000	33,11
0000000000011111	35,11
1000100000010000	11,36
0100010000010000	11,37
0010001000010000	11,38
0000000010011000	40,11
0000000001010100	41,11
0000000000110010	42,11
1100110000010000	11,44
0011001100010000	11,45
0000000011011100	11,46
1010101000010000	48,11
0101010100010000	49,11
0000000010111010	50,11
1111111100010000	11,52
0000000011101111	11,53
1000000010010000	11,54
0000100000011000	58,11
0000010000010100	59,11
0000001000010010	11,60
1100000011010000	11,62
0000110000011100	64,11
0000001100010011	65,11
1010000010110000	66,11
0000101000011010	11,68
0000010100010101	11,69
1111000011100000	11,70
0000111100011111	11,71
1000100010011000	72,11
0100010001010100	73,11
0010001000110010	74,11
1100110011011100	11,76
0011001100100011	11,77
1010101010111010	11,78
0101010101000101	11,79
1111111111101111	80,11
1100000000001000	16,12
0011000000001000	17,12
