136	18
10	14
3	11
15	17
8	4
2	6
138	18,12
188	9,18
158	12,20
26	8,22
47	18,23
173	8,16
235	2,18
239	12,5
189	8,1
111	18,12
63	18,13
175	16,18
238	25,20
190	10,13
142	9,20
139	10,15
130	17,10
154	21,14
6	11,12
24	21,14
44	4,21
11	11,23
61	17,9
31	20,23
7	9,23
131	0,11
143	0,17
25	24,2
137	18,7
62	8,26,18
134	16,19,12
107	8,26,14
135	2,12,21
172	16,19,12
